Codigo_Barras;SKU_Interno;Descripcion;Fabricante;Contenido;Precio_Lista;Descuento_Porc
779100001191;SKU-11190;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1477.86;5.0
779100001192;SKU-11191;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;834.48;10.0
779100001193;SKU-11192;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;779.27;0.0
779100001194;SKU-11193;HELLMANNS MAYONESA CLASICA 1000 GR;Hellmanns;1000 gr;2650.9;5.0
779100001195;SKU-11194;ARCOR GALLETITAS DULCES 300 G;Arcor;300 g;1063.13;5.0
779100001196;SKU-11195;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2565.7;5.0
779100001197;SKU-11196;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;4050.45;10.0
779100001198;SKU-11197;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;1844.52;0.0
779100001199;SKU-11198;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;8069.87;10.0
779100001200;SKU-11199;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;2111.88;0.0
779100001201;SKU-11200;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;5245.14;0.0
779100001202;SKU-11201;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4983.65;0.0
779100001203;SKU-11202;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2027.97;5.0
779100001204;SKU-11203;LA SERENÍSIMA LECHE ENTERA 1000 CC;La Serenísima;1000 cc;1498.97;5.0
779100001205;SKU-11204;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1254.65;10.0
779100001206;SKU-11205;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;1953.08;10.0
779100001207;SKU-11206;SAN IGNACIO DULCE DE LECHE CLASICO 400 G;San Ignacio;400 g;2307.2;10.0
779100001208;SKU-11207;NATURA ACEITE GIRASOL 900 ML;Natura;900 ml;2369.85;10.0
779100001209;SKU-11208;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1780.16;0.0
779100001210;SKU-11209;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1751.52;5.0
779100001211;SKU-11210;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;844.35;0.0
779100001212;SKU-11211;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;828.54;5.0
779100001213;SKU-11212;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;798.31;10.0
779100001214;SKU-11213;HELLMANNS MAYONESA CLASICA 475 G;Hellmanns;475 g;2600.05;5.0
779100001215;SKU-11214;ARCOR GALLETITAS DULCES 120 G;Arcor;120 g;1131.9;0.0
779100001216;SKU-11215;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;856.99;5.0
779100001217;SKU-11216;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4742.4;5.0
779100001218;SKU-11217;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;3978.62;10.0
779100001219;SKU-11218;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;2725.82;0.0
779100001220;SKU-11219;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;1916.36;0.0
779100001221;SKU-11220;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;5212.95;10.0
779100001222;SKU-11221;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;5311.04;10.0
779100001223;SKU-11222;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2381.87;10.0
779100001224;SKU-11223;LA SERENÍSIMA LECHE ENTERA 1000 ML;La Serenísima;1000 ml;1300.84;10.0
779100001225;SKU-11224;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1378.18;5.0
779100001226;SKU-11225;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 G;La Serenísima;1000 g;2033.83;0.0
779100001227;SKU-11226;SAN IGNACIO DULCE DE LECHE CLASICO 400 GR;San Ignacio;400 gr;2314.96;0.0
779100001228;SKU-11227;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3092.79;0.0
779100001229;SKU-11228;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2355.47;5.0
779100001230;SKU-11229;GALLO ARROZ LARGO FINO 1000 G;Gallo;1000 g;1916.33;0.0
779100001231;SKU-11230;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;785.23;5.0
779100001232;SKU-11231;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;856.65;5.0
779100001233;SKU-11232;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;927.74;10.0
779100001234;SKU-11233;HELLMANNS MAYONESA CLASICA 500 G;Hellmanns;500 g;1493.5;5.0
779100001235;SKU-11234;ARCOR GALLETITAS DULCES 160 G;Arcor;160 g;1160.99;0.0
779100001236;SKU-11235;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;866.15;0.0
779100001237;SKU-11236;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;2151.25;10.0
779100001238;SKU-11237;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;1752.73;10.0
779100001239;SKU-11238;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;3055.05;0.0
779100001240;SKU-11239;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;1994.84;10.0
779100001241;SKU-11240;COCA-COLA GASEOSA COLA 2.25L;Coca-Cola;2.25L;4961.72;10.0
779100001242;SKU-11241;SPRITE GASEOSA LIMA LIMON 1500 ML;Sprite;1500 ml;3843.75;5.0
779100001243;SKU-11242;QUILMES CERVEZA RUBIA 473 ML;Quilmes;473 ml;1370.15;0.0
779100001244;SKU-11243;LA SERENÍSIMA LECHE ENTERA SACHET 1L;La Serenísima;Sachet 1L;1310.59;0.0
779100001245;SKU-11244;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1256.89;5.0
779100001246;SKU-11245;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2220.21;0.0
779100001247;SKU-11246;SAN IGNACIO DULCE DE LECHE CLASICO 1000 GR;San Ignacio;1000 gr;2710.77;0.0
779100001248;SKU-11247;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3273.98;10.0
779100001249;SKU-11248;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2763.2;5.0
779100001250;SKU-11249;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;2010.77;5.0
779100001251;SKU-11250;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1462.92;5.0
779100001252;SKU-11251;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;854.23;10.0
779100001253;SKU-11252;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;969.31;0.0
779100001254;SKU-11253;HELLMANNS MAYONESA CLASICA 950 G;Hellmanns;950 g;2306.3;0.0
779100001255;SKU-11254;ARCOR GALLETITAS DULCES PACK X3;Arcor;Pack x3;3300.69;10.0
779100001256;SKU-11255;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2518.6;5.0
779100001257;SKU-11256;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;4633.46;10.0
779100001258;SKU-11257;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4253.87;10.0
779100001259;SKU-11258;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;7270.41;0.0
779100001260;SKU-11259;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;1866.13;5.0
779100001261;SKU-11260;COCA-COLA GASEOSA COLA 1500 ML;Coca-Cola;1500 ml;4118.85;5.0
779100001262;SKU-11261;SPRITE GASEOSA LIMA LIMON 500 ML;Sprite;500 ml;1492.93;10.0
779100001263;SKU-11262;QUILMES CERVEZA RUBIA 710 ML;Quilmes;710 ml;2042.22;0.0
779100001264;SKU-11263;LA SERENÍSIMA LECHE ENTERA TETRA 1L;La Serenísima;Tetra 1L;1559.78;10.0
779100001265;SKU-11264;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1286.61;5.0
779100001266;SKU-11265;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 180 G;La Serenísima;180 g;2024.82;10.0
779100001267;SKU-11266;SAN IGNACIO DULCE DE LECHE CLASICO 1000 G;San Ignacio;1000 g;2656.65;10.0
779100001268;SKU-11267;NATURA ACEITE GIRASOL 3 L;Natura;3 l;2565.93;5.0
779100001269;SKU-11268;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1639.39;10.0
779100001270;SKU-11269;GALLO ARROZ LARGO FINO 500 G;Gallo;500 g;1129.72;0.0
779100001271;SKU-11270;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;829.16;10.0
779100001272;SKU-11271;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;736.64;0.0
779100001273;SKU-11272;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;950.86;10.0
779100001274;SKU-11273;HELLMANNS MAYONESA CLASICA 1000 GR;Hellmanns;1000 gr;2922.78;5.0
779100001275;SKU-11274;ARCOR GALLETITAS DULCES 300 G;Arcor;300 g;1078.55;0.0
779100001276;SKU-11275;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;1078.26;5.0
779100001277;SKU-11276;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4356.72;0.0
779100001278;SKU-11277;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2146.17;10.0
779100001279;SKU-11278;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;2946.92;0.0
779100001280;SKU-11279;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;2036.32;10.0
779100001281;SKU-11280;COCA-COLA GASEOSA COLA 500 ML;Coca-Cola;500 ml;1803.29;5.0
779100001282;SKU-11281;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4446.54;10.0
779100001283;SKU-11282;QUILMES CERVEZA RUBIA PACK X6;Quilmes;Pack x6;11803.69;0.0
779100001284;SKU-11283;LA SERENÍSIMA LECHE ENTERA 1000 CC;La Serenísima;1000 cc;1325.33;5.0
779100001285;SKU-11284;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1251.47;5.0
779100001286;SKU-11285;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2339.55;0.0
779100001287;SKU-11286;SAN IGNACIO DULCE DE LECHE CLASICO 400 G;San Ignacio;400 g;2567.61;0.0
779100001288;SKU-11287;NATURA ACEITE GIRASOL 900 ML;Natura;900 ml;2449.04;10.0
779100001289;SKU-11288;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2802.84;5.0
779100001290;SKU-11289;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1934.86;0.0
779100001291;SKU-11290;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;799.35;10.0
779100001292;SKU-11291;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;808.32;5.0
779100001293;SKU-11292;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;965.39;0.0
779100001294;SKU-11293;HELLMANNS MAYONESA CLASICA 475 G;Hellmanns;475 g;2629.1;10.0
779100001295;SKU-11294;ARCOR GALLETITAS DULCES 120 G;Arcor;120 g;998.11;5.0
779100001296;SKU-11295;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;902.86;5.0
779100001297;SKU-11296;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;1990.29;0.0
779100001298;SKU-11297;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4075.28;5.0
779100001299;SKU-11298;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;2874.78;5.0
779100001300;SKU-11299;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;2083.3;10.0
779100001301;SKU-11300;COCA-COLA GASEOSA COLA 354 ML;Coca-Cola;354 ml;1242.49;10.0
779100001302;SKU-11301;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4779.73;10.0
779100001303;SKU-11302;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2262.15;5.0
779100001304;SKU-11303;LA SERENÍSIMA LECHE ENTERA 1000 ML;La Serenísima;1000 ml;1485.27;5.0
779100001305;SKU-11304;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1549.31;10.0
779100001306;SKU-11305;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 G;La Serenísima;1000 g;2006.07;0.0
779100001307;SKU-11306;SAN IGNACIO DULCE DE LECHE CLASICO 400 GR;San Ignacio;400 gr;2864.77;5.0
779100001308;SKU-11307;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3301.31;10.0
779100001309;SKU-11308;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2632.72;10.0
779100001310;SKU-11309;GALLO ARROZ LARGO FINO 1000 G;Gallo;1000 g;1741.49;10.0
779100001311;SKU-11310;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1454.04;5.0
779100001312;SKU-11311;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;843.28;0.0
779100001313;SKU-11312;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;781.51;5.0
779100001314;SKU-11313;HELLMANNS MAYONESA CLASICA 500 G;Hellmanns;500 g;1612.64;5.0
779100001315;SKU-11314;ARCOR GALLETITAS DULCES 160 G;Arcor;160 g;1083.5;10.0
779100001316;SKU-11315;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2310.73;0.0
779100001317;SKU-11316;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;4501.73;0.0
779100001318;SKU-11317;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2144.99;0.0
779100001319;SKU-11318;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;8084.09;10.0
779100001320;SKU-11319;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;1934.87;5.0
779100001321;SKU-11320;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;5134.81;10.0
779100001322;SKU-11321;SPRITE GASEOSA LIMA LIMON 1500 ML;Sprite;1500 ml;3750.44;0.0
779100001323;SKU-11322;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2032.55;10.0
779100001324;SKU-11323;LA SERENÍSIMA LECHE ENTERA SACHET 1L;La Serenísima;Sachet 1L;1462.16;0.0
779100001325;SKU-11324;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1313.42;0.0
779100001326;SKU-11325;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2231.07;10.0
779100001327;SKU-11326;SAN IGNACIO DULCE DE LECHE CLASICO 1000 GR;San Ignacio;1000 gr;2451.02;0.0
779100001328;SKU-11327;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3228.07;10.0
779100001329;SKU-11328;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1714.28;5.0
779100001330;SKU-11329;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1812.57;5.0
779100001331;SKU-11330;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;712.62;0.0
779100001332;SKU-11331;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;848.78;0.0
779100001333;SKU-11332;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;846.82;0.0
779100001334;SKU-11333;HELLMANNS MAYONESA CLASICA 950 G;Hellmanns;950 g;2431.67;5.0
779100001335;SKU-11334;ARCOR GALLETITAS DULCES PACK X3;Arcor;Pack x3;2731.99;10.0
779100001336;SKU-11335;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;927.59;5.0
779100001337;SKU-11336;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4497.27;0.0
779100001338;SKU-11337;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4389.85;10.0
779100001339;SKU-11338;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;3193.86;0.0
779100001340;SKU-11339;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;1961.24;0.0
779100001341;SKU-11340;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;4982.78;0.0
779100001342;SKU-11341;SPRITE GASEOSA LIMA LIMON 500 ML;Sprite;500 ml;1809.23;5.0
779100001343;SKU-11342;QUILMES CERVEZA RUBIA 473 ML;Quilmes;473 ml;1502.84;5.0
779100001344;SKU-11343;LA SERENÍSIMA LECHE ENTERA TETRA 1L;La Serenísima;Tetra 1L;1498.63;5.0
779100001345;SKU-11344;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1474.66;0.0
779100001346;SKU-11345;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 180 G;La Serenísima;180 g;2092.22;0.0
779100001347;SKU-11346;SAN IGNACIO DULCE DE LECHE CLASICO 1000 G;San Ignacio;1000 g;2870.61;5.0
779100001348;SKU-11347;NATURA ACEITE GIRASOL 3 L;Natura;3 l;2316.95;10.0
779100001349;SKU-11348;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2542.37;5.0
779100001350;SKU-11349;GALLO ARROZ LARGO FINO 500 G;Gallo;500 g;1204.98;5.0
779100001351;SKU-11350;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;850.18;10.0
779100001352;SKU-11351;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;805.49;10.0
779100001353;SKU-11352;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;778.94;0.0
779100001354;SKU-11353;HELLMANNS MAYONESA CLASICA 1000 GR;Hellmanns;1000 gr;2944.96;10.0
779100001355;SKU-11354;ARCOR GALLETITAS DULCES 300 G;Arcor;300 g;1084.87;0.0
779100001356;SKU-11355;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;1078.88;5.0
779100001357;SKU-11356;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;2127.86;0.0
779100001358;SKU-11357;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;1804.19;0.0
779100001359;SKU-11358;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;3042.24;5.0
779100001360;SKU-11359;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;1716.69;0.0
779100001361;SKU-11360;COCA-COLA GASEOSA COLA 2.25L;Coca-Cola;2.25L;5316.55;5.0
779100001362;SKU-11361;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;5388.97;10.0
779100001363;SKU-11362;QUILMES CERVEZA RUBIA 710 ML;Quilmes;710 ml;2126.36;0.0
779100001364;SKU-11363;LA SERENÍSIMA LECHE ENTERA 1000 CC;La Serenísima;1000 cc;1579.99;0.0
779100001365;SKU-11364;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1523.53;0.0
779100001366;SKU-11365;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2151.82;5.0
779100001367;SKU-11366;SAN IGNACIO DULCE DE LECHE CLASICO 400 G;San Ignacio;400 g;2561.39;10.0
779100001368;SKU-11367;NATURA ACEITE GIRASOL 900 ML;Natura;900 ml;2434.01;10.0
779100001369;SKU-11368;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2615.03;10.0
779100001370;SKU-11369;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1660.74;5.0
779100001371;SKU-11370;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1343.13;5.0
779100001372;SKU-11371;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;785.78;5.0
779100001373;SKU-11372;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;897.0;0.0
779100001374;SKU-11373;HELLMANNS MAYONESA CLASICA 475 G;Hellmanns;475 g;2608.08;0.0
779100001375;SKU-11374;ARCOR GALLETITAS DULCES 120 G;Arcor;120 g;1256.71;10.0
779100001376;SKU-11375;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2527.83;0.0
779100001377;SKU-11376;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;4308.42;10.0
779100001378;SKU-11377;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4365.71;5.0
779100001379;SKU-11378;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;8544.64;10.0
779100001380;SKU-11379;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;2010.05;10.0
779100001381;SKU-11380;COCA-COLA GASEOSA COLA 1500 ML;Coca-Cola;1500 ml;3932.63;10.0
779100001382;SKU-11381;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4744.6;10.0
779100001383;SKU-11382;QUILMES CERVEZA RUBIA PACK X6;Quilmes;Pack x6;10500.73;0.0
779100001384;SKU-11383;LA SERENÍSIMA LECHE ENTERA 1000 ML;La Serenísima;1000 ml;1303.47;5.0
779100001385;SKU-11384;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1529.29;0.0
779100001386;SKU-11385;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 G;La Serenísima;1000 g;2283.78;5.0
779100001387;SKU-11386;SAN IGNACIO DULCE DE LECHE CLASICO 400 GR;San Ignacio;400 gr;2720.76;0.0
779100001388;SKU-11387;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3392.48;5.0
779100001389;SKU-11388;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1822.51;5.0
779100001390;SKU-11389;GALLO ARROZ LARGO FINO 1000 G;Gallo;1000 g;1835.79;0.0
779100001391;SKU-11390;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;888.76;10.0
779100001392;SKU-11391;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;860.45;10.0
779100001393;SKU-11392;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;858.8;10.0
779100001394;SKU-11393;HELLMANNS MAYONESA CLASICA 500 G;Hellmanns;500 g;1600.05;5.0
779100001395;SKU-11394;ARCOR GALLETITAS DULCES 160 G;Arcor;160 g;1050.71;0.0
779100001396;SKU-11395;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;866.54;0.0
779100001397;SKU-11396;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4304.39;10.0
779100001398;SKU-11397;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2178.35;0.0
779100001399;SKU-11398;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;2735.25;5.0
779100001400;SKU-11399;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;2061.39;10.0
779100001401;SKU-11400;COCA-COLA GASEOSA COLA 500 ML;Coca-Cola;500 ml;1723.49;5.0
779100001402;SKU-11401;SPRITE GASEOSA LIMA LIMON 1500 ML;Sprite;1500 ml;4000.46;10.0
779100001403;SKU-11402;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2190.03;5.0
779100001404;SKU-11403;LA SERENÍSIMA LECHE ENTERA SACHET 1L;La Serenísima;Sachet 1L;1467.22;0.0
779100001405;SKU-11404;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1481.29;10.0
779100001406;SKU-11405;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;1934.07;0.0
779100001407;SKU-11406;SAN IGNACIO DULCE DE LECHE CLASICO 1000 GR;San Ignacio;1000 gr;2415.65;5.0
779100001408;SKU-11407;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3491.91;5.0
779100001409;SKU-11408;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2381.81;10.0
779100001410;SKU-11409;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1980.43;0.0
779100001411;SKU-11410;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;877.17;5.0
779100001412;SKU-11411;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;736.57;10.0
779100001413;SKU-11412;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;949.15;10.0
779100001414;SKU-11413;HELLMANNS MAYONESA CLASICA 950 G;Hellmanns;950 g;2269.81;0.0
779100001415;SKU-11414;ARCOR GALLETITAS DULCES PACK X3;Arcor;Pack x3;2953.96;5.0
779100001416;SKU-11415;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;871.05;10.0
779100001417;SKU-11416;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;2295.73;10.0
779100001418;SKU-11417;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4853.85;5.0
779100001419;SKU-11418;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;2830.81;10.0
779100001420;SKU-11419;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;1892.61;10.0
779100001421;SKU-11420;COCA-COLA GASEOSA COLA 354 ML;Coca-Cola;354 ml;1168.41;10.0
779100001422;SKU-11421;SPRITE GASEOSA LIMA LIMON 500 ML;Sprite;500 ml;1504.27;0.0
779100001423;SKU-11422;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2244.44;0.0
779100001424;SKU-11423;LA SERENÍSIMA LECHE ENTERA TETRA 1L;La Serenísima;Tetra 1L;1423.69;5.0
779100001425;SKU-11424;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1324.09;5.0
779100001426;SKU-11425;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 180 G;La Serenísima;180 g;2142.0;10.0
779100001427;SKU-11426;SAN IGNACIO DULCE DE LECHE CLASICO 1000 G;San Ignacio;1000 g;2568.05;10.0
779100001428;SKU-11427;NATURA ACEITE GIRASOL 3 L;Natura;3 l;2607.67;0.0
779100001429;SKU-11428;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2396.38;5.0
779100001430;SKU-11429;GALLO ARROZ LARGO FINO 500 G;Gallo;500 g;1075.18;0.0
779100001431;SKU-11430;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1208.02;0.0
